,Name_of_Project,Description,Structural_sbard,Vague_both,Anaphoric_taphsir
744,2001_hats,[SRSreq 105] The user shall be able to deselect all selected displayed nodes by • clicking either the right or left mouse buttons while the mouse cursor is not pointed at any displayed nodes and the shift key is not depressed; or • by pressing the escape key.,1,0,0
746,2001_hats,"[SRSreq 107] When the system displays a navigation window, the user shall be able to select a current SDT location by clicking the mouse cursor in the navigation window. The center of the displayed graph will be the displayed node closest to the mouse cursor when the mouse is clicked.",1,0,0
747,2001_hats,"[SRSreq 108] When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, highlighting and cursor location motion shall be mirrored in the two windows. Thus, when a displayed node is selected in the SDT display, the corresponding text in the prettyprint window is highlighted. When the user scrolls to the end of the pretty-printed text display, the display of the SDT should also scroll to the corresponding displayed nodes.",1,1,0
748,2001_hats,"[SRSreq 109] The user shall be able to resize windows dynamically. When displayed graph windows are resized, the HATS-GUI shall respond by utilizing the space available.",1,1,0
749,2001_hats,[SRSreq 110] The display of an SDT shall also result in the display of text from leaf nodes in a text display area.,1,1,0
750,2001_hats,"[SRSreq 111] The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right). If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>). For example, if a non-terminal TERM appears in a leaf node, its text representation shall be <TERM>. Appendix G gives an example of the display of text associated with an SDT.",1,0,1
751,2001_hats,[SRSreq 112] The HATS-GUI shall provide for the copying of text from the text display area to a system buffer available for pasting into other applications (such as an editor).,1,1,0
752,2001_hats,[SRSreq 113] The user shall be able to display more than one SDT at a time. Each SDT shall be displayed in a separate window.,1,1,0
754,2001_hats,[SRSreq 115] SDTs shall be displayed as directed acyclic graphs with nodes and edges. Nodes in the displayed graph correspond to nodes in the SDT. Edges in the displayed graph correspond to the parentchild relationship between nodes in the SDT.,1,0,0
755,2001_hats,"[SRSreq 116] Initially, a displayed graph will have a single displayed node. That node will correspond to the root of the SDT.",1,0,0
756,2001_hats,"[SRSreq 117] When a displayed node and its children are displayed simultaneously, the parent node shall be displayed higher than the children.",1,0,1
758,2001_hats,[SRSreq 119] The user shall be able to control the display by choosing the color and shapes of displayed nodes based on node type. The HATS-GUI shall use the shape and color of displayed node types stored in the application configuration to display nodes.,1,0,0
759,2001_hats,[SRSreq 120] The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes). The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,1,1,1
760,2001_hats,[SRSreq 121] The user shall be able to collapse displayed nodes. The HATS-GUI shall change the displayed graph by removing all descendants of the selected displayed nodes (thus changing the internal nodes to non-expandable leaf nodes).,1,0,0
761,2001_hats,"[SRSreq 122] The user shall be able to hide a set of selected displayed nodes. The HATS-GUI shall change the display by removing the selected nodes from the display and changing the parent and descendant nodes of the removed nodes to nodes with hidden descendants and parents, respectively.",1,0,0
762,2001_hats,[SRSreq 123] The user shall be able to issue an unhide instruction that reverses the hide instruction for all displayed nodes.,1,0,0
763,2001_hats,"[SRSreq 124] After issuing the unhide instruction, a user shall be able to issue a rehide instruction that reverses the unhide instruction. All displayed nodes hidden before the most recent unhide instruction shall become hidden.",1,1,0
764,2001_hats,[SRSreq 125] The HATS-GUI shall allow the user to expand the SDT by a predetermined number of node levels. The number of levels expanded is set in the application configuration.,1,0,0
765,2001_hats,[SRSreq 126] The HATS-GUI shall provide the function to fully expand a sub-tree regardless of the node expansion level in the application configuration.,1,1,0
767,2001_hats,"[SRSreq 128] SDT displays shall also provide the user with a view of text associated with the leaves of the displayed sub-tree. This text shall be copy-and-pasteable in the host operating system. Thus, text displayed in a HATS-GUI window can be pasted into other applications such as text editors that may be running concurrently with the HATS-GUI.",1,1,0
768,2001_hats,"[SRSreq 129] SDT displays shall provide the user with the option to refresh the display. When a display is refreshed, the current display is erased, the SDT file is read, and a new SDT display is generated. The new SDT display shall approximate the previous SDT display by expanding the SDT to the same number of nodes, if this is possible.",1,1,0
769,2001_hats,"[SRSreq 130] If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to them. Dragging scrollbar buttons shall scroll the display. Pressing the arrow keys of the keyboard shall also scroll the display.",1,1,1
770,2001_hats,"For text windows, the keyboard cursor location shall move according the following rules:
• A left arrow key moves the cursor to the left one character. If the cursor is at the beginning of a line, the cursor is moved to the end of the previous line. If there is no previous line, the cursor does not move.
• A right arrow key moves the cursor to the right one character. If the cursor is at the end of a line, the cursor is moved to the first character of the next line. If there is no line after the current line, the cursor is not moved.
• An up arrow key moves the cursor up one line. If there is text in the same column, the column does not change. If there is no text in the column above the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.)
• A down arrow key moves the cursor down one line. If there is text in the same column, the column does not change. If there is no text in the column below the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.)",1,1,0
771,2001_hats,"[SRSreq 132] If keyboard cursor movement causes the keyboard cursor to move to text or graph nodes not currently displayed, the display will scroll the minimal amount to display the current cursor location.",1,0,0
772,2001_hats,"[SRSreq 133] For displayed graph windows, the keyboard cursor location shall move according the following rules: • A left arrow key moves the cursor to the next unhidden node to the left. The node to the left does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the left, the cursor does not move. • A right arrow key moves the cursor to the next unhidden node to the right. The node to the right does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the right, the cursor does not move. • An up arrow key moves the cursor to the closest ancestor that is not hidden. If there is no such node, the cursor does not move. • An down arrow key moves the cursor to the leftmost, nearest descendant that is not hidden. If there is no such node, the cursor does not move.",1,1,1
773,2001_hats,[SRSreq 134] The pointing-device cursor shall track the motion of the pointing device. The keyboard cursor shall move to the text element or graph node closest to the pointing-device cursor when the pointing device is clicked.,1,0,0
774,2001_hats,"[SRSreq 135] If the displayed graph of the entire SDT is too large for the window, a separate, small window with a compressed view of the SDT shall be displayed. The compressed view is called the navigation window display. In this navigation window, a representation of the entire SDT will be drawn. A small box will be displayed showing the part of the SDT currently displayed in the main tree display window.",1,1,0
775,2001_hats,[SRSreq 136] The user shall be able to turn the navigation window on and off.,1,0,0
776,2001_hats,"[SRSreq 137] The HATS-GUI shall provide the user the capability to search SDTs. The search criteria are described in Appendix E. The user shall enter a search pattern (see Appendix E and the following requirement). The HATS-GUI shall search the SDT for a matching pattern. When a match is found, the HATS-GUI shall highlight the matching displayed nodes and center the display on the left-most, top-level displayed node in the matching pattern. The keyboard cursor is set to this node. If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”",1,1,0
777,2001_hats,"[SRSreq 138] To initiate an SDT search, the user shall be able to use the following sequence of actions.
• The user selects a set of nodes using the mouse cursor.
• The user presses the Ctrl-Insert key combination.
• The user selects the tree search option.
• The HATS-GUI presents a prompt for entering the search pattern.
• The user presses the Ctrl-Shift-Insert key combination.
• The HATS-GUI fills the search pattern entry box with text concatenated from the nodes highlighted at the time of the Ctrl-Insert key press.
• The user selects initiation of search. ",1,1,0
778,2001_hats,"[SRSreq 139] When searching for SDT patterns, search begins at the SDT node corresponding to the node at the current keyboard cursor location. This becomes the original starting location. Search continues top-to-bottom, left-to-right until the end of the SDT is encountered. When the end of the SDT is encountered, search will continue from the root of the SDT until arriving back at the starting location.",1,0,0
779,2001_hats,[SRSreq 140] The HATS-GUI shall provide for repeating a search. Repeating a search shall find the next matching sub-tree starting from the current keyboard cursor location. Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.,1,0,0
780,2001_hats,"[SRSreq 141] The HATS-GUI shall provide for repeating a search in the reverse direction. Searching in the reverse direction continues right-to-left, bottom-to-top. Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.",1,0,0
781,2001_hats,"[SRSreq 142] The HATS-GUI shall provide the user the capability to search the text display for text sub-strings. The search criteria are described in Appendix F. The user shall be prompted to enter a text string describing a string pattern. The HATS-GUI shall search the text for a matching pattern. When a match is found, the HATS-GUI shall highlight the matching text and center the display on the left-most element of the matching text. If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”",1,1,0
782,2001_hats,"[SRSreq 143] When searching for text patterns, search begins at the current keyboard cursor location and continues left-to-right, top-to-bottom until the end of the text is encountered. When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location. ",1,0,0
783,2001_hats,"[SRSreq 144] The formatting of the displayed pretty-printed text shall be faithful to the formatting represented in the pretty-printed text file. No additional white space shall be inserted, and a fixed width font shall be used to display the text.",1,1,0
784,2001_hats,[SRSreq 145] The user shall be able to select pretty-printed text files to display.,1,1,0
785,2001_hats,[SRSreq 146] Selected pretty-printed text shall be displayed in a separate window.,0,1,0
786,2001_hats,"[SRSreq 147] Windows for pretty-printed text shall allow for scrolling left, right, up, and down if the text is too large to display in the window.",1,1,0
787,2001_hats,"[SRSreq 148] The HATS-GUI shall provide the user the capability to search the text display for text sub-strings. The search criteria are described in Appendix F. The user shall be prompted to enter a text string describing a string pattern. The HATS-GUI shall search the text for a matching pattern. When a match is found, the HATS-GUI shall highlight the matching text and center the display on the left-most element of the matching text. The keyboard cursor shall be set to this location. If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”",1,1,0
788,2001_hats,"[SRSreq 149] 1 When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location.",1,0,0
789,2001_hats,[SRSreq 150] The HATS-GUI shall not halt as a result of any error messages received from HATS-SML.,1,0,0
790,2001_hats,"[SRSreq 151] The HATS-GUI shall collect error messages from HATS-SML in a single display area. This display area shall be initially clear, and shall contain all error messages generated by HATS-SML since the HATS-GUI was started. The display area shall be a window accessible via a window tab. The display shall list all error received from HATS-SML in the order received.",1,1,0
792,2001_hats,[SRSreq 153] The user shall be able to clear the error window without restarting the HATS-GUI.,0,1,0
793,2001_hats,"[SRSreq 154] When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the SDT window shall result in navigation in the pretty-printed text window. Searching, selecting, and cursor location motion should be mirrored in the two windows. Specifically, when a node is selected in the displayed graph, the corresponding text in the pretty-print window is highlighted. For this purpose, the corresponding text is all the text that corresponds to terminal nodes of the SDT that are descendants of the SDT nodes that correspond to the selected display nodes.",1,1,0
794,2001_hats,"[SRSreq 155] When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the pretty-printed text window shall result in navigation in the SDT display. Selecting, and cursor location motion should be mirrored in the two windows. Specifically, when text is selected in the text window, the displayed nodes corresponding nodes in the SDT are highlighted.",1,1,0
795,2001_hats,"[SRSreq 156] The HATS-GUI shall display and SDT with 10,000 nodes in five seconds or less.",1,0,0
796,2001_hats,"[SRSreq 157] The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as it takes to display a 10,000 node SDT.",1,0,1
797,2001_hats,[SRSreq 158] The HATS-GUI shall allow a user to request transformations while HATS-SML is performing transformations or parsing.,1,0,0
798,2001_hats,"[SRSreq 159] The HATS-GUI shall allow a user to navigate through the display of an SDT with 10,000 nodes so that scrolling a screen width with any portion of the SDT displayed takes less than 3 seconds.",1,0,0
801,2001_hats,[SRSreq 162] The complexity of the scrolling algorithms for text and displayed graphs shall not exceed O(n2) for n displayed nodes.,1,0,0
802,2001_hats,[SRSreq 163] The user shall not be required to log in or authenticate his/her identity when using the system.,1,0,0
803,2001_hats,"[SRSreq 164] The GUI shall run on Windows 2000, Sun Solaris 8, and Linux operating systems without modification of the Java code.",1,0,0
805,2001_hats,[SRSreq 166] One algorithm for displaying an SDT has been implemented and found to be unacceptable: • Draw SDT into large virtual window with a smaller viewing area; • Zoom in on portions of the tree; This algorithm results in excessive memory usage and slow performance. This algorithm shall not be used in the HATS-GUI.,1,1,0
806,MDOT,"DD-100 The DUAP System shall cache data only if the data record associates the data with its source, a geo-referenced location, and a timestamp.",1,1,1
807,MDOT,PS-020-060 The system map display shall support each type of traffic item to be displayed in its own layer.,1,0,1
808,MDOT,"PS-200-020 The DUAP Presentation Services shall require users to confirm their identity. (comment: Could be implemented, for example, through a password associated with that username.)",1,0,1
809,1999_tcs,"The TCS system will be capable of controlling the Predator and Outrider AVs with a single control system,
using existing military services standard hardware and software, and supporting interfaces with various
C4I systems.",1,1,0
810,1999_tcs,"The TCS shall consist of the TCS workstation Hardware Configuration Items (HWCIs), TCS Computer Software Configuration Items (CSCIs), and additional TCS Support HWCIs and CSCIs.",1,0,0
811,1999_tcs,All TCS HWCI’s and CSCI’s shall be Year 2000 compliant. [SSS567].,1,0,0
812,1999_tcs,The TCS shall meet the applicable capability and characteristic criteria established by the Operational Requirements Document (ORD) CAF 003-90-I-A for the RQ-1A Predator Medium Altitude Endurance Unmanned Aerial Vehicle/System (MAE UAV) and the Close Range – Tactical Unmanned Aerial Vehicle (CR-TUAV). [SSS008] Appendix B and C identify applicable capability and characteristic criteria to TCS.,1,1,0
813,1999_tcs,"The TCS shall support 5 levels of UAV interaction: [SSS010]
Level 1: receipt and transmission of secondary imagery and/or [as well as] data
Level 2: direct receipt of imagery and/or [as well as] data
Level 3: control of the UAV payload in addition to direct receipt of imagery/data
Level 4: control of the UAV, less launch and recovery, plus all the functions of level three Level 5: capability to have full function and control of the UAV from takeoff to landing",1,1,0
814,1999_tcs,The TCS system shall provide software capabilities and hardware configurations necessary to fulfill the operational tasking requirements across the 5 levels of interaction. [SSS009],1,1,0
815,1999_tcs,Table 3-2 identifies the payloads with which the TCS shall be interoperable. [SSS013],1,0,0
817,1999_tcs,The TCS states shall not exist concurrently. [SSS015],0,1,0
820,1999_tcs,The TCS will execute the particular startup mode which corresponds with the manner in which the TCS Software was halted.,1,1,0
822,1999_tcs,"When the TCS software is halted due to an unplanned power interruption as well as abnormal program termination, then the TCS shall enter the Recovery Startup Mode upon application of power. [SSS020]",1,1,0
824,1999_tcs,Levels of interaction higher than those achievable by a particular TCS configuration shall be prohibited. [SSS022],1,1,0
825,1999_tcs,The TCS shall inform the operator if the operator attempts to execute a function prohibited as a result of the determined level of interaction. [SSS023],1,0,0
826,1999_tcs,"When executing in the Normal Startup Mode, the TCS shall provide the system functionality necessary to initialize the system to place it in the Operations State within 60 seconds from the time power is supplied and the TCS application is launched. [SSS024]",1,1,1
827,1999_tcs,"Initialization of the TCS HWCIs shall include startup of HWCIs [SSS542], download of software [SSS026], startup of CSCIs [SSS027], execution of Startup FD/L [SSS025], and establishment of the state of readiness of all interfaces. [SSS028]",1,0,0
828,1999_tcs,The TCS in the Recovery Startup Mode shall provide the system functionality to resume the Operations State within 45 seconds. [SSS029],1,0,0
829,1999_tcs,"Recovery of the TCS HWCIs shall include startup of HWCIs [SSS543], download of software [SSS544], startup of CSCIs [SSS545], and establishment of the state of readiness of all interfaces. [SSS546]",1,0,0
830,1999_tcs,"The TCS shall be capable of automatically recording system state data, interface communications and other information necessary to support event reconstruction. [SSS528]",1,1,0
832,1999_tcs,"For recovery from abnormal termination, TCS shall prompt the operator to select the type of recovery to be executed: (1)Resume in the Same Modes And Data; (2)Resume in the Same Modes but Review and Modify the Command Data as Necessary; or, (3)Perform a Command Shutdown and Startup Via the Normal Startup Mode. [SSS031]",1,1,0
833,1999_tcs,"When in the Operations State the TCS shall be capable of operating in three modes: normal operations mode, training operations mode, and maintenance operations mode. [SSS032]",0,1,0
834,1999_tcs,The Operations State modes shall not exist concurrently. [SSS033],0,1,0
835,1999_tcs,The operator shall have the capability to command the system to the Shutdown State from all modes under the Operations State. [SSS035],1,1,0
836,1999_tcs,"The TCS hardware and software shall execute periodic Fault Detection/Location (FD/L) while in the Normal Operations Mode and Training Mode, to include a periodic determination of level of interaction. [SSS036]",1,0,0
838,1999_tcs,"Functions under the Normal Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS038]",1,1,0
839,1999_tcs,"In the Training Operations Mode the TCS shall support the following functions: 
1. Mission Planning
2. Mission Control and Monitoring
3. Payload Product Management
4. Target Coordinate Development
5. C4I Systems Interface",1,0,0
840,1999_tcs,"Functions under the Training Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS040]",1,1,0
842,1999_tcs,"Functions, except for software upgrade and software debug, under the Maintenance Operations Mode shall operate concurrently without precluding or excluding any of the other functions in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS042]",1,1,0
843,1999_tcs,"Upon the selection of a shutdown command the TCS shall enter the Shutdown State, which will cause the TCS to be placed in a condition where power can be removed without impacting operations as well as causing damage to the system, and from which restart of the system can be accomplished normally. [SSS043]",1,1,0
844,1999_tcs,"Shutdown of the TCS shall include storage as well as deletion, as specified by the operator, of mission data files [SSS044], shutdown of appropriate functions [SSS045], shutdown of HCIs [SSS046], and proper termination of all active interfaces [SSS047].",1,1,0
845,1999_tcs,There shall be no modes of operation in the shutdown state. [SSS048],1,1,0
846,1999_tcs,"The TCS will provide the hardware and software necessary to allow the operator to conduct the following major functions 1) mission planning, 2) mission control and monitoring, 3) payload product management, 4) targeting, and 5) C4I system interface.",0,1,0
847,1999_tcs,The TCS shall have the functionality to allow the operator to generate a UAV mission plan. [SSS050],1,0,0
848,1999_tcs,The TCS shall have the functionality to receive and process UAV mission plans from service specific mission planning systems. [SSS053],1,1,0
849,1999_tcs,"The TCS Mission plan shall include all necessary information required to be interoperable with the service specific mission planning systems including the Tactical Aircraft Mission Planning System (TAMPS), Aviation Mission Planning System (AMPS), and Air Force Mission Support System (AFMSS). [SSS051]",1,1,0
850,1999_tcs,The TCS shall have the functionality to transmit UAV mission plans to service specific mission planning systems. [SSS055],1,1,0
851,1999_tcs,The TCS shall facilitate automated processing of mission plan data received via C4I interfaces in order to extract the appropriate mission planning data. [SSS052],1,1,0
852,1999_tcs,The TCS shall have the functionality to receive and process UAV mission plans from other TCSs. [SSS054],1,0,0
853,1999_tcs,The TCS shall have the functionality to transmit UAV mission plans to other TCSs. [SSS056],1,0,0
855,1999_tcs,The TCS shall be capable of storing a minimum of 500 mission plans under unique names to allow for later retrieval. [SSS058],1,1,0
856,1999_tcs,The TCS mission planning function shall provide a graphical user interface that gives the operator the ability to define waypoints on a map based display using a pointing device with full keyset redundancy. [SSS059],1,1,0
857,1999_tcs,The TCS shall provide the capability to compute the range and bearing between two geographic positions on the map display. [SSS561].,1,1,0
858,1999_tcs,"As an objective, the TCS shall have the capability to import as well as create and modify map display overlays for fire support coordination measures [SSS547], airspace control measures [SSS548], and threat identification measures. [SSS060]",1,1,0
859,1999_tcs,"Upon completion of radar cross section analysis and characterization by the Government for each UAV type, TCS shall utilize a UAV signature versus threat lookup table (database) that identities the lethality of the threat to the UAV [SSS065], and shall provide the capability of displaying aircraft signature versus threat, before and during flight. [SSS066]",1,1,0
860,1999_tcs,The TCS shall permit dynamic mission and payload retasking during all phases of operational mission execution. [SSS067],1,0,0
861,1999_tcs,"The TCS shall allow the operator to enter as well as review mission plan parameters, including AV flight parameters, payload control parameters, data link control parameters, AV VCR control parameters (if applicable to the selected AV), and AV loiter patterns [SSS068]",1,1,0
862,1999_tcs,"The TCS shall provide the capability to enter system configuration characteristics in the mission plan, to include selected AV type, AV identification number, selected payload type, ground control authorization information, and required communications pre-set for data links, tactical communications, and C4I data dissemination. [SSS069]",1,1,0
863,1999_tcs,The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if applicable) to the AV via the selected system data link as well as direct ground connection. [SSS070],1,1,0
864,1999_tcs,"TCS shall provide the capability for the operator to retrieve a mission plan for viewing, modification, as well as deletion at the operator's discretion [SSS071], and allow the operator to save the mission plan under a different name, for future retrieval [SSS072].",1,1,0
866,1999_tcs,The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check. [SSS074],1,1,0
867,1999_tcs,The TCS shall provide the capability to override validation faults after the fault is acknowledged by the operator. [SSS540],1,1,0
868,1999_tcs,The TCS shall allow the operator to set the LOL delay timer(s) during mission planning. [SSS075] The LOL delay is the time from when the AV detects an unplanned LOL to the time it initiates LOL procedures.,1,0,1
869,1999_tcs,The TCS shall provide the capability to print waypoint data in alphanumeric format. [SSS553],1,1,0
870,1999_tcs,"The Flight Route Plan, as a minimum, shall include AV flight path information, Loss of Link plan, AV VCR control tasking (if applicable to the selected AV), and data link control information. [SSS079]",0,1,0
871,1999_tcs,"The TCS shall allow the operator to define the desired AV route in waypoint format [SSS551], and shall provide the capability to include up to 500 waypoints in each flight route plan. [SSS080]",1,1,0
872,1999_tcs,The TCS shall provide the capability to display mission waypoints and flight path graphically. [SSS081],1,1,0
873,1999_tcs,The TCS shall provide the capability to enter waypoint data in alphanumeric format. [SSS082],1,1,0
874,1999_tcs,"The TCS flight route planner shall include, as a minimum, the following flight planning tools:
1. Weight and balance take off data calculations. 
2. Fuel Calculations.
3. Terrain avoidance warning for line of sight flights. 
4. Minimum data link reception altitude calculations for line of sight flights. 
5. Payload search area information such as: visual acuity range due to atmospheric conditions, diurnal transition periods for thermal imagery, and lunar and solar terrain shadowing. 
6. Ability to designate flight corridors and restricted air space. ",1,1,0
875,1999_tcs,The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan. [SSS088],1,0,0
877,1999_tcs,The TCS shall analyze the flight route plan selected for uplink to determine that the flight constraints of the AV and the limitation of the data link are not violated prior to transmission of the flight route plan to the AV. [SSS089],1,0,0
878,1999_tcs,The algorithmic accuracy of all flight planning calculations shall not deviate by more than 10% when compared with a mission flown by a validated 6 degree-of-freedom air vehicle simulator. [SSS090],1,1,0
879,1999_tcs,"The flight route plan, as a minimum, shall provide the necessary AV commands to autonomously execute a programmed flight and return to a designated recovery area. [SSS091]",1,1,0
880,1999_tcs,The TCS shall provide the operator with an interactive graphics and map based flight route planning capability. [SSS092],1,1,0
881,1999_tcs,"The TCS shall provide the capability to create waypoints that define the desired flight path, define AV Altitude and Airspeed associated with the waypoint. [SSS093]",1,1,0
882,1999_tcs,"The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones [SSS549], airspace control zones [SSS550], threat systems [SSS061], and displaying the threat engagement envelopes with associated radar terrain masking for those threats [SSS062].",0,1,0
883,1999_tcs,A de-clutter capability shall be provided that allows the operator to display only a selected number of the most significant threats. [SSS063],1,1,0
884,1999_tcs,"The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected. [SSS064]",1,1,0
885,1999_tcs,The TCS shall provide the capability to display waypoint data in alphanumeric format. [SSS552],1,1,0
886,1999_tcs,"The TCS shall have the capability to load a map onto the display, to zoom in and out, to scroll, to print, and to clear a map on the map display. [SSS095]",1,1,0
887,1999_tcs,The TCS shall provide the operator with a clearly indicated map scale. [SSS535],0,1,0
888,1999_tcs,"Upon operator request, the following icons shall be displayed on the map display (when the coordinates reside on the displayed portion of the map).
1. Display an icon indicating AV position when receiving downlink from the desired AV. 
2. Display an icon indicating payload center field of view and footprint when receiving downlink from the desired AV. 
3. Display an icon, in variable sizes, indicating target position and type at coordinates selected by the operator. 
4. Display icons indicating TCS position and Ground Data Terminal (GDT) position. 
5. Display an icon indicating Launch, Handover, and Recovery site (when applicable). 
6. Display icons indicating Flight Plan waypoints. ",1,0,0
889,1999_tcs,"The TCS shall be capable of displaying the positions of the icons in Lat./Lon., Universal Transverse Mercator (UTM), and Military Grid Reference System (MGRS) formats and provide conversion to multiple spheroid scales [SSS102]",1,1,0
890,1999_tcs,The TCS shall provide the capability to graphically display Line of Sight versus terrain profile (DTED). [SSS538],1,1,0
891,1999_tcs,"For those payloads identified in Table 3-2, the TCS shall be able to generate payload planning information to be uplinked to the AV separate from a flight route plan. [SSS103]",1,0,0
892,1999_tcs,"The TCS shall provide the system functionality necessary to generate a payload plan that, as a minimum, shall include the following information: [SSS104]
1. Payload type
2. Payload commands
3. Payload mode settings
4. Payload pointing commands, manual as well as automated
5. Payload field of view settings, manual as well as automated
The TCS shall provide the capability to display the payload swath for the selected payload for planning purposes. ",1,1,0
893,1999_tcs,The TCS shall provide the capability to display the payload swath for the selected payload for planning purposes. [SSS541],1,1,0
897,1999_tcs,"The TCS will have the capability to control and monitor an AV, payload, data link, and C4I interfaces during the execution of a mission.",1,1,0
898,1999_tcs,"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide full control functionality of each AV. [SSS108]",1,1,0
899,1999_tcs,AV specific components used to perform ground based closed loop command and control functions for TCS shall be initialized upon operator selection of a specific AV. [SSS109],1,1,0
900,1999_tcs,"The TCS shall transmit command and control information to the AV via the uplink to the AV [SSS110], and receive AV telemetry and payload information via downlink from the AV [SSS111].",1,0,0
901,1999_tcs,The TCS shall be capable of being interoperable with Predator and Outrider UAVs across the 5 levels of UAV interaction. [SSS011],1,1,0
902,1999_tcs,The TCS shall have the capability to control and monitor multiple types of AVs. [SSS112],1,1,0
903,1999_tcs,TCS shall notify the operator when AV performance parameters are out of limits. [SSS113],1,0,0
904,1999_tcs,"The TCS shall provide the capability to pass control of an AV to another TCS [SSS114], and receive control of an AV from another TCS [SSS115].",1,1,0
905,1999_tcs,The TCS shall provide the capability to control the AV flight commands as well as to release the AV to an autonomous flight control mode. [SSS118],1,1,0
906,1999_tcs,AV telemetry data shall be available to support other TCS functions as required. [SSS119],0,1,0
907,1999_tcs,The TCS shall provide the capability to control the flight of the selected AV in accordance with the specific AV's operational performance capabilities. [SSS120],1,1,0
908,1999_tcs,The TCS shall provide the capability to fully control and display the AV's Identification Friend or Foe (IFF). [SSS121],1,1,0
909,1999_tcs,"The TCS shall provide the capability to enter AV preset limits which, as a minimum, will include airspeed limits, altitude limits, and fuel limits. [SSS122]",1,1,0
910,1999_tcs,The TCS shall allow the operator to control an AV using the LOS as well as SATCOM data links. [SSS124],1,1,0
911,1999_tcs,The TCS shall provide the necessary system capabilities required for AV flight control BLOS via uplink command to two MAE air vehicles. [SSS125],0,1,0
912,1999_tcs,"The TCS shall support operation of the AV via all flight modes, to include manual controls. [SSS126102]",1,0,0
913,1999_tcs,"The TCS shall provide the capability to implement an emergency action plan, if supported by the AV, to control the AV during equipment failures. [SSS539]",1,1,0
914,1999_tcs,The TCS shall provide interactive displays necessary to command the flight of an AV. [SSS127],1,1,0
915,1999_tcs,The TCS shall allow the operator to command the flight behavior characteristics inherent to the selected AV. [SSS128],1,0,0
916,1999_tcs,"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, flight behaviors by sending the proper control commands to the UAV. [SSS129]",1,1,0
917,1999_tcs,The TCS shall have the capability to command the AV to use the navigation methods inherent to the selected AV. [SSS130],1,1,0
918,1999_tcs,"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, UAV navigation methods by sending the proper control commands to the UAV. [SSS131]",1,1,0
919,1999_tcs,"The TCS shall provide the functionality to control, monitor, and display the operation of the Air Data Terminal (ADT). [SSS132] This control will include control of the ADT antenna and of the ADT transmitter and receiver.",1,0,0
920,1999_tcs,The TCS shall provide the functionality to control the ADT antenna. [SSS133] This control will including its pointing direction and mode of transmission (e.g. omni and directional).,1,0,0
921,1999_tcs,"The TCS shall provide the functionality to control the power, transmitter signal strength, and frequencies used by ADT for data link communication. [SSS134]",1,0,0
923,1999_tcs,"As and objective, the TCS shall be interoperable with the Integrity Beacon Landing System (IBLS) [SSS136], and the Common Automated Recovery System (CARS) [SSS137], both used by Outrider.",0,1,0
924,1999_tcs,"As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required. [SSS138]",1,1,0
925,1999_tcs,"The TCS shall allow the operator to initiate the emergency recovery feature of the AV, if the AV has an emergency recovery feature. [SSS139]",1,0,0
926,1999_tcs,"TCS shall provide the capability to monitor specific telemetry elements real-time, and record all telemetry elements for future review and processing. [SSS140]",1,1,0
